step,adam_x,amsgrad_x,adam_v,amsgrad_max_v,adam_regret,amsgrad_regret
900,0.37187436451429695,-0.9453167335341487,1.0488599348534202,15.120521172638437,758.0501563288034,88.79471342234461
960,0.3792353071966857,-0.9508610400379645,1.0488599348534202,15.120521172638437,813.0807582601782,90.89488685370804
1020,0.38615139722013353,-0.9560684378459783,1.0488599348534202,15.120521172638437,868.3962994375263,92.77865391519776
1080,0.392673352211118,-0.9609775373199217,1.0488599348534202,15.120521172638437,923.9800786965859,94.4588684942878
1140,0.3988436821698502,-0.965620669794789,1.0488599348534202,15.120521172638437,979.8172451737216,95.94694244742527
1200,0.40469837016630367,-0.9700251793532624,1.0488599348534202,15.120521172638437,1035.8945068309658,97.25307547265868
1260,0.41026814370873094,-0.9742143985947858,1.0488599348534202,15.120521172638437,1092.199897170142,98.38643857139334
1320,0.4155794508763207,-0.978208396852884,1.0488599348534202,15.120521172638437,1148.7225863006327,99.35532225318354
1380,0.4206552198482436,-0.9820245617116573,1.0488599348534202,15.120521172638437,1205.4527262949007,100.16725756727976
1440,0.42551545706329763,-0.9856780564951348,1.0488599348534202,15.120521172638437,1262.3813233889123,100.82911591744016
1500,0.4301777234799074,-0.9891821841783213,1.0488599348534202,15.120521172638437,1319.5001314431922,101.34719211508798
1560,0.4346575175830516,-0.9925486797894257,1.0488599348534202,15.120521172638437,1376.8015624188592,101.72727404830096
1620,0.4389685862258681,-0.9957879475293996,1.0488599348534202,15.120521172638437,1434.278610601552,101.97470155890994
1680,0.4431231790317437,-0.9989092546954572,1.0488599348534202,15.120521172638437,1491.924788031245,102.09441653982935
1740,0.44713225822441094,-0.9998521599085645,1.0488599348534202,15.120521172638437,1549.7340691399897,102.11356081094436
1800,0.4510056729406095,-0.9998570892816566,1.0488599348534202,15.120521172638437,1607.7008430124242,102.12374582503458
1860,0.45475230500402813,-0.9998617005450937,1.0488599348534202,15.120521172638437,1665.8198720005364,102.13359641276224
1920,0.4583801915900651,-0.9998660235294325,1.0488599348534202,15.120521172638437,1724.0862556693469,102.14313383958643
1980,0.46189662904277196,-0.9998700844484909,1.0488599348534202,15.120521172638437,1782.4953992418089,102.15237740497423
2040,0.46530826121583013,-0.9998739064313502,1.0488599348534202,15.120521172638437,1841.0429858622338,102.16134467751749
2100,0.468621155026002,-0.9998775099631387,1.0488599348534202,15.120521172638437,1899.724952117528,102.17005169591448
2160,0.47184086537791303,-0.9998809132523311,1.0488599348534202,15.120521172638437,1958.5374663515117,102.1785131416043
2220,0.4749724912054314,-0.9998841325384745,1.0488599348534202,15.120521172638437,2017.4769093849538,102.18674248771777
2280,0.47802072404945006,-0.9998871823513148,1.0488599348534202,15.120521172638437,2076.539857316687,102.1947521281395
2340,0.48098989033399125,-0.9998900757300486,1.0488599348534202,15.120521172638437,2135.7230661323615,102.2025534897848
2400,0.4838839882968473,-0.9998928244096807,1.0488599348534202,15.120521172638437,2195.023457889411,102.21015713064344
2460,0.48670672036585394,-0.9998954389801045,1.0488599348534202,15.120521172638437,2254.438108281477,102.21757282570866
2520,0.48946152163859696,-0.9998979290224517,1.0488599348534202,15.120521172638437,2313.9642354142884,102.22480964253919
2580,0.49215158501509604,-0.9999003032264132,1.0488599348534202,15.120521172638437,2373.599189648967,102.2318760079122
2640,0.49477988344467333,-0.9999025694915579,1.0488599348534202,15.120521172638437,2433.340444388811,102.2387797668182
2700,0.4973491896757231,-0.9999047350151409,1.0488599348534202,15.120521172638437,2493.1855877024773,102.24552823481349
2760,0.49986209383735764,-0.9999068063684553,1.0488599348534202,15.120521172638437,2553.1323146907453,102.25212824461119
2820,0.5023210191324192,-0.999908789563436,1.0488599348534202,15.120521172638437,2613.1784205161457,102.25858618766301
2880,0.5047282358802029,-0.9999106901109365,1.0488599348534202,15.120521172638437,2673.321794025029,102.26490805135359
2940,0.5070858741128622,-0.9999125130718675,1.0488599348534202,15.120521172638437,2733.560411900424,102.2710994523593
3000,0.5093959349006483,-0.9999142631022001,1.0488599348534202,15.120521172638437,2793.8923332916042,102.27716566663503
3060,0.5116603005568787,-0.9999159444926711,1.0488599348534202,15.120521172638437,2854.3156948727387,102.28311165642549
3120,0.5138807438530393,-0.9999175612039072,1.0488599348534202,15.120521172638437,2914.8287062886166,102.28894209465557
3180,0.5160589363570447,-0.9999191168975737,1.0488599348534202,15.120521172638437,2975.4296459502666,102.29466138699013
3240,0.5181964559929164,-0.9999206149640589,1.0488599348534202,15.120521172638437,3036.116857147502,102.30027369183972
3300,0.5202947939075167,-0.9999220585471404,1.0488599348534202,15.120521172638437,3096.888744449079,102.30578293851795
3360,0.5223553607191899,-0.9999234505660065,1.0488599348534202,15.120521172638437,3157.743770364353,102.3111928437711
3420,0.5243794922139002,-0.9999247937349603,1.0488599348534202,15.120521172638437,3218.6804522431103,102.31650692683343
3480,0.5263684545464624,-0.9999260905810848,1.0488599348534202,15.120521172638437,3279.6973593927014,102.32172852318627
3540,0.5283234489975942,-0.9999273434601113,1.0488599348534202,15.120521172638437,3340.793110393768,102.32686079712903
3600,0.5302456163315402,-0.9999285545706995,1.0488599348534202,15.120521172638437,3401.966370597754,102.33190675329251
3660,0.5321360407938499,-0.9999297259673164,1.0488599348534202,15.120521172638437,3463.215849791061,102.3368692472086
3720,0.5339957537843937,-0.9999308595718639,1.0488599348534202,15.120521172638437,3524.540300012206,102.34175099501681
3780,0.5358257372367639,-0.9999319571842028,1.0488599348534202,15.120521172638437,3585.93851350966,102.3465545823824
3840,0.5376269267317884,-0.9999330204916874,1.0488599348534202,15.120521172638437,3647.4093208292024,102.35128247272951
3900,0.5394002143698718,-0.9999340510778221,1.0488599348534202,15.120521172638437,3708.9515890207012,102.35593701482867
3960,0.5411464514242356,-0.9999350504301288,1.0488599348534202,15.120521172638437,3770.564219955118,102.36052044979579
4020,0.5428664507948179,-0.9999360199473109,1.0488599348534202,15.120521172638437,3832.246148743415,102.36503491757867
4080,0.5445609892805344,-0.9999369609457855,1.0488599348534202,15.120521172638437,3893.9963422497635,102.36948246295151
4140,0.5462308096858002,-0.9999378746656464,1.0488599348534202,15.120521172638437,3955.8137976921153,102.3738650410819
4200,0.5478766227756143,-0.9999387622761161,1.0488599348534202,15.120521172638437,4017.6975413238233,102.37818452268311
4260,0.5494991090920817,-0.999939624880538,1.0488599348534202,15.120521172638437,4079.646627190527,102.38244269881989
4320,0.5510989206439953,-0.9999404635209513,1.0488599348534202,15.120521172638437,4141.660135957,102.38664128535493
4380,0.5526766824799744,-0.9999412791822909,1.0488599348534202,15.120521172638437,4203.73717379912,102.39078192711077
4440,0.5542329941546631,-0.9999420727962458,1.0488599348534202,15.120521172638437,4265.87687135648,102.39486620173284
4500,0.5557684310965876,-0.9999428452448094,1.0488599348534202,15.120521172638437,4328.078382741575,102.39889562330154
4560,0.5572835458854905,-0.9999435973635492,1.0488599348534202,15.120521172638437,4390.340884601785,102.40287164569645
4620,0.5587788694462348,-0.9999443299446222,1.0488599348534202,15.120521172638437,4452.6635752306665,102.40679566575182
4680,0.5602549121657292,-0.9999450437395575,1.0488599348534202,15.120521172638437,4515.045673725388,102.41066902620332
4740,0.5617121649387609,-0.9999457394618279,1.0488599348534202,15.120521172638437,4577.48641918732,102.41449301843659
4800,0.5631511001480913,-0.999946417789229,1.0488599348534202,15.120521172638437,4639.98506996308,102.41826888508831
4860,0.5645721725837161,-0.9999470793660815,1.0488599348534202,15.120521172638437,4702.540902923474,102.42199782245325
4920,0.5659758203057661,-0.9999477248052726,1.0488599348534202,15.120521172638437,4765.153212778038,102.42568098276706
4980,0.567362465455139,-0.9999483546901501,1.0488599348534202,15.120521172638437,4827.821311422967,102.42931947634816
5040,0.5687325150156249,-0.9999489695762801,1.0488599348534202,15.120521172638437,4890.54452732045,102.4329143736004
5100,0.5700863615309585,-0.9999495699930823,1.0488599348534202,15.120521172638437,4953.322204907545,102.4364667069076
5160,0.5714243837799663,-0.9999501564453493,1.0488599348534202,15.120521172638437,5016.153704032831,102.43997747240655
5220,0.57274694741271,-0.9999507294146633,1.0488599348534202,15.120521172638437,5079.038399419258,102.44344763167328
5280,0.5740544055503011,-0.9999512893607139,1.0488599348534202,15.120521172638437,5141.975680151659,102.44687811329823
5340,0.5753470993508439,-0.9999518367225284,1.0488599348534202,15.120521172638437,5204.964949187549,102.4502698143774
5400,0.5766253585437855,-0.9999523719196204,1.0488599348534202,15.120521172638437,5268.005622889887,102.45362360192257
5460,0.5778895019347561,-0.9999528953530613,1.0488599348534202,15.120521172638437,5331.097130580586,102.45694031419362
5520,0.5791398378828392,-0.9999534074064834,1.0488599348534202,15.120521172638437,5394.238914113648,102.46022076194777
5580,0.580376664752057,-0.9999539084470168,1.0488599348534202,15.120521172638437,5457.430427466821,102.4634657296424
5640,0.5816002713387266,-0.9999543988261679,1.0488599348534202,15.120521172638437,5520.671136350822,102.4666759765496
5700,0.5828109372762182,-0.9999548788806415,1.0488599348534202,15.120521172638437,5583.960517835176,102.46985223782804
5760,0.5840089334185307,-0.9999553489331118,1.0488599348534202,15.120521172638437,5647.298059989785,102.47299522552976
5820,0.5851945222040039,-0.9999558092929457,1.0488599348534202,15.120521172638437,5710.683261541435,102.47610562956152
5880,0.5863679580003921,-0.9999562602568816,1.0488599348534202,15.120521172638437,5774.115631544451,102.47918411859337
5940,0.5875294874324263,-0.999956702109668,1.0488599348534202,15.120521172638437,5837.594689064783,102.48223134092314
6000,0.5886793496929251,-0.9999571351246619,1.0488599348534202,15.120521172638437,5901.119962876844,102.48524792528951
6060,0.5898177768384395,-0.9999575595643938,1.0488599348534202,15.120521172638437,5964.69099117248,102.48823448165604
6120,0.5909449940703362,-0.9999579756810978,1.0488599348534202,15.120521172638437,6028.307321281438,102.49119160195323
6180,0.5920612200021801,-0.999958383717212,1.0488599348534202,15.120521172638437,6091.968509402808,102.49411986077757
6240,0.5931666669142045,-0.9999587839058489,1.0488599348534202,15.120521172638437,6155.674120346872,102.49701981606086
6300,0.5942615409956122,-0.9999591764712398,1.0488599348534202,15.120521172638437,6219.423727286879,102.49989200971595
6360,0.5953460425753989,-0.9999595616291541,1.0488599348534202,15.120521172638437,6283.216911520274,102.50273696823842
6420,0.596420366342346,-0.9999599395872941,1.0488599348534202,15.120521172638437,6347.053262238929,102.50555520328362
6480,0.5974847015547828,-0.9999603105456693,1.0488599348534202,15.120521172638437,6410.932376307957,102.50834721222509
6540,0.5985392322406929,-0.999960674696948,1.0488599348534202,15.120521172638437,6474.853858052709,102.51111347867845
6600,0.599584137388681,-0.9999610322267929,1.0488599348534202,15.120521172638437,6538.817319053589,102.5138544730089
6660,0.6006195911303088,-0.9999613833141746,1.0488599348534202,15.120521172638437,6602.82237794832,102.51657065280051
6720,0.6016457629142529,-0.9999617281316722,1.0488599348534202,15.120521172638437,6666.868660241338,102.51926246332096
6780,0.6026628176727311,-0.9999620668457552,1.0488599348534202,15.120521172638437,6730.95579811998,102.52193033796448
6840,0.6036709159805951,-0.9999623996170511,1.0488599348534202,15.120521172638437,6795.083430277175,102.52457469866295
6900,0.6046702142074833,-0.9999627266006007,1.0488599348534202,15.120521172638437,6859.251201740364,102.52719595628605
6960,0.6056608646633893,-0.9999630479460978,1.0488599348534202,15.120521172638437,6923.458763706356,102.52979451103056
7020,0.6066430157379836,-0.9999633637981181,1.0488599348534202,15.120521172638437,6987.705773381875,102.53237075278867
7080,0.6076168120340117,-0.9999636742963363,1.0488599348534202,15.120521172638437,7051.991893829557,102.53492506148268
7140,0.6085823944950642,-0.9999639795757314,1.0488599348534202,15.120521172638437,7116.316793819173,102.53745780742611
7200,0.6095399005280046,-0.9999642797667831,1.0488599348534202,15.120521172638437,7180.680147683831,102.5399693516265
7260,0.6104894641203191,-0.9999645749956575,1.0488599348534202,15.120521172638437,7245.081635180986,102.54246004610104
7320,0.6114312159526385,-0.9999648653843835,1.0488599348534202,15.120521172638437,7309.520941358034,102.54493023416762
7380,0.6123652835066701,-0.9999651510510217,1.0488599348534202,15.120521172638437,7373.99775642231,102.54738025074494
7440,0.6132917911687611,-0.9999654321098238,1.0488599348534202,15.120521172638437,7438.511775615312,102.54981042259806
7500,0.6142108603293064,-0.9999657086713851,1.0488599348534202,15.120521172638437,7503.062699090984,102.55222106863039
7560,0.615122609478195,-0.9999659808427899,1.0488599348534202,15.120521172638437,7567.650231797882,102.55461250010558
7620,0.616027154296486,-0.9999662487277495,1.0488599348534202,15.120521172638437,7632.274083365087,102.55698502091855
7680,0.6169246077444948,-0.9999665124267342,1.0488599348534202,15.120521172638437,7696.93396799171,102.55933892779831
7740,0.6178150801464465,-0.9999667720370983,1.0488599348534202,15.120521172638437,7761.629604339837,102.56167451054989
7800,0.6186986792718666,-0.9999670276532007,1.0488599348534202,15.120521172638437,7826.360715430808,102.56399205226262
7860,0.6195755104138558,-0.9999672793665187,1.0488599348534202,15.120521172638437,7891.1270285446735,102.56629182950746
7920,0.6204456764643844,-0.999967527265758,1.0488599348534202,15.120521172638437,7955.9282751227165,102.56857411256078
7980,0.6213092779867521,-0.9999677714369554,1.0488599348534202,15.120521172638437,8020.764190672946,102.57083916556257
8040,0.6221664132853322,-0.9999680119635799,1.0488599348534202,15.120521172638437,8085.634514678402,102.57308724672293
8100,0.6230171784727248,-0.999968248926627,1.0488599348534202,15.120521172638437,8150.538990508227,102.57531860848667
8160,0.6238616675344323,-0.9999684824047098,1.0488599348534202,15.120521172638437,8215.47736533135,102.57753349771247
8220,0.6246999723911674,-0.9999687124741461,1.0488599348534202,15.120521172638437,8280.449390032707,102.5797321558257
8280,0.6255321829588955,-0.9999689392090413,1.0488599348534202,15.120521172638437,8345.454819131926,102.58191481898848
8340,0.6263583872067129,-0.9999691626813684,1.0488599348534202,15.120521172638437,8410.493410704352,102.58408171824067
8400,0.6271786712126476,-0.9999693829610434,1.0488599348534202,15.120521172638437,8475.56492630434,102.586233079659
8460,0.6279931192174777,-0.9999696001159994,1.0488599348534202,15.120521172638437,8540.669130890748,102.58836912448623
8520,0.6288018136766469,-0.9999698142122554,1.0488599348534202,15.120521172638437,8605.805792754545,102.59049006927125
8580,0.6296048353103622,-0.9999700253139836,1.0488599348534202,15.120521172638437,8670.974683448443,102.59259612600454
8640,0.6304022631519428,-0.9999702334835736,1.0488599348534202,15.120521172638437,8736.17557771851,102.5946875022455
8700,0.6311941745944977,-0.9999704387816939,1.0488599348534202,15.120521172638437,8801.408253437678,102.5967644012444
8760,0.631980645436004,-0.9999706412673506,1.0488599348534202,15.120521172638437,8866.672491541076,102.59882702205232
8820,0.6327617499228401,-0.9999708409979442,1.0488599348534202,15.120521172638437,8931.968075963152,102.60087555965492
8880,0.63353756079185,-0.9999710380293237,1.0488599348534202,15.120521172638437,8997.294793576479,102.60291020506156
8940,0.6343081493109884,-0.9999712324158389,1.0488599348534202,15.120521172638437,9062.652434132247,102.6049311454235
9000,0.6350735853186078,-0.9999714242103896,1.0488599348534202,15.120521172638437,9128.040790202318,102.60693856413673
9060,0.635833937261441,-0.999971613464475,1.0488599348534202,15.120521172638437,9193.459657122847,102.60893264093556
9120,0.6365892722313305,-0.9999718002282386,1.0488599348534202,15.120521172638437,9258.908832939389,102.6109135520046
9180,0.6373396560007527,-0.9999719845505128,1.0488599348534202,15.120521172638437,9324.388118353452,102.61288147005143
9240,0.6380851530571893,-0.9999721664788617,1.0488599348534202,15.120521172638437,9389.897316670447,102.61483656441305
9300,0.6388258266363818,-0.9999723460596217,1.0488599348534202,15.120521172638437,9455.436233748986,102.61677900113773
9360,0.6395617387545197,-0.9999725233379413,1.0488599348534202,15.120521172638437,9521.004677951487,102.61870894306321
9420,0.6402929502394019,-0.9999726983578184,1.0488599348534202,15.120521172638437,9586.602460096045,102.6206265499095
9480,0.6410195207606049,-0.9999728711621372,1.0488599348534202,15.120521172638437,9652.229393409541,102.62253197835707
9540,0.6417415088587042,-0.9999730417927029,1.0488599348534202,15.120521172638437,9717.885293481919,102.62442538211235
9600,0.6424589719735788,-0.9999732102902752,1.0488599348534202,15.120521172638437,9783.569978221622,102.62630691199683
9660,0.6431719664718322,-0.9999733766946017,1.0488599348534202,15.120521172638437,9849.283267812147,102.62817671600442
9720,0.6438805476733658,-0.9999735410444482,1.0488599348534202,15.120521172638437,9915.02498466966,102.63003493938686
9780,0.6445847698771371,-0.999973703377629,1.0488599348534202,15.120521172638437,9980.794953401688,102.63188172471291
9840,0.6452846863861259,-0.9999738637310362,1.0488599348534202,15.120521172638437,10046.593000766788,102.63371721193107
9900,0.6459803495315474,-0.9999740221406677,1.0488599348534202,15.120521172638437,10112.418955635232,102.63554153843779
9960,0.6466718106963297,-0.9999741786416534,1.0488599348534202,15.120521172638437,10178.272648950613,102.63735483914297
10020,0.6473591203378878,-0.9999743332682823,1.0488599348534202,15.120521172638437,10244.15391369241,102.63915724651542
10080,0.648042328010219,-0.9999744860540268,1.0488599348534202,15.120521172638437,10310.062584839423,102.64094889065836
10140,0.6487214823853421,-0.9999746370315666,1.0488599348534202,15.120521172638437,10375.998499334088,102.64272989935671
10200,0.6493966312741042,-0.9999747862328131,1.0488599348534202,15.120521172638437,10441.961496047636,102.64450039813255
10260,0.6500678216463756,-0.9999749336889306,1.0488599348534202,15.120521172638437,10507.951415746067,102.64626051029973
10320,0.6507350996506627,-0.9999750794303591,1.0488599348534202,15.120521172638437,10573.968101056933,102.6480103570093
10380,0.6513985106331434,-0.9999752234868345,1.0488599348534202,15.120521172638437,10640.011396436865,102.64975005731412
10440,0.6520580991561616,-0.9999753658874089,1.0488599348534202,15.120521172638437,10706.081148139898,102.65147972820068
10500,0.6527139090161888,-0.9999755066604706,1.0488599348534202,15.120521172638437,10772.177204186462,102.65319948465003
10560,0.6533659832612735,-0.9999756458337629,1.0488599348534202,15.120521172638437,10838.299414333142,102.65490943966688
10620,0.6540143642079976,-0.9999757834344014,1.0488599348534202,15.120521172638437,10904.447630043074,102.65660970434783
10680,0.654659093457956,-0.9999759194888929,1.0488599348534202,15.120521172638437,10970.621704457053,102.65830038790136
10740,0.6553002119137719,-0.9999760540231517,1.0488599348534202,15.120521172638437,11036.821492365256,102.65998159770152
10800,0.655937759794671,-0.9999761870625162,1.0488599348534202,15.120521172638437,11103.046850179617,102.66165343933426
10860,0.6565717766516183,-0.9999763186317648,1.0488599348534202,15.120521172638437,11169.29763590681,102.66331601662114
10920,0.6572023013820433,-0.9999764487551313,1.0488599348534202,15.120521172638437,11235.573709121823,102.6649694316693
10980,0.6578293722441582,-0.9999765774563197,1.0488599348534202,15.120521172638437,11301.874930942122,102.66661378491517
11040,0.6584530268708898,-0.9999767047585187,1.0488599348534202,15.120521172638437,11368.20116400237,102.66824917514532
11100,0.6590733022834298,-0.9999768306844158,1.0488599348534202,15.120521172638437,11434.552272429706,102.66987569954199
11160,0.6596902349044226,-0.9999769552562102,1.0488599348534202,15.120521172638437,11500.928121819548,102.67149345371308
11220,0.660303860570799,-0.9999770784956268,1.0488599348534202,15.120521172638437,11567.328579211931,102.67310253172946
11280,0.6609142145462678,-0.9999772004239275,1.0488599348534202,15.120521172638437,11633.753513068325,102.67470302615675
11340,0.6615213315334767,-0.9999773210619247,1.0488599348534202,15.120521172638437,11700.202793248965,102.67629502808995
11400,0.6621252456858506,-0.9999774404299926,1.0488599348534202,15.120521172638437,11766.67629099068,102.67787862717523
11460,0.6627259906191217,-0.9999775585480786,1.0488599348534202,15.120521172638437,11833.173878885136,102.67945391164903
11520,0.6633235994225567,-0.9999776754357143,1.0488599348534202,15.120521172638437,11899.695430857577,102.68102096837447
11580,0.6639181046698934,-0.9999777911120269,1.0488599348534202,15.120521172638437,11966.240822145992,102.68257988284677
11640,0.6645095384299953,-0.9999779055957491,1.0488599348534202,15.120521172638437,12032.809929280735,102.68413073923875
11700,0.6650979322772305,-0.9999780189052289,1.0488599348534202,15.120521172638437,12099.402630064516,102.68567362043177
11760,0.6656833173015875,-0.9999781310584405,1.0488599348534202,15.120521172638437,12166.018803552872,102.68720860802932
11820,0.6662657241185309,-0.9999782420729926,1.0488599348534202,15.120521172638437,12232.658330034963,102.688735782388
11880,0.666845182878612,-0.9999783519661383,1.0488599348534202,15.120521172638437,12299.321091014826,102.69025522264928
11940,0.667421723276833,-0.9999784607547841,1.0488599348534202,15.120521172638437,12366.006969192931,102.69176700674961
12000,0.6679953745617784,-0.999978568455498,1.0488599348534202,15.120521172638437,12432.715848448213,102.69327121145943
