schedule,step,normalized_time,learning_rate,sum_learning_rate,sum_squared_learning_rate,adamw_decay_product_lambda_0_01
inverse_sqrt,40,0.4,0.4472135954999579,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,41,0.41,0.4428074427700477,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,42,0.42,0.4385290096535146,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,43,0.43,0.4343722427630694,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,44,0.44,0.4303314829119352,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,45,0.45,0.42640143271122083,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,46,0.46,0.4225771273642583,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,47,0.47,0.4188539082916955,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,48,0.48,0.41522739926869984,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,49,0.49,0.41169348479630913,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,50,0.5,0.4082482904638631,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,51,0.51,0.404888165089458,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,52,0.52,0.40160966445124946,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,53,0.53,0.3984095364447979,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,54,0.54,0.3952847075210474,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,55,0.55,0.3922322702763681,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,56,0.56,0.3892494720807615,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,57,0.57,0.3863337046431279,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,58,0.58,0.3834824944236852,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,59,0.59,0.3806934938134405,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,60,0.6,0.3779644730092272,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,61,0.61,0.37529331252040077,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,62,0.62,0.37267799624996495,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,63,0.63,0.3701166050988026,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,64,0.64,0.3676073110469039,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,65,0.65,0.3651483716701107,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,66,0.66,0.36273812505500586,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,67,0.67,0.3603749850782236,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,68,0.68,0.35805743701971643,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,69,0.69,0.35578403348241,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,70,0.7,0.35355339059327373,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,71,0.71,0.35136418446315326,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,72,0.72,0.34921514788478913,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,73,0.73,0.34710506725031165,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,74,0.74,0.34503277967117707,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,75,0.75,0.34299717028501764,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,76,0.76,0.34099716973523675,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,77,0.77,0.33903175181040524,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,78,0.78,0.337099931231621,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,79,0.79,0.33520076157699547,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,80,0.8,0.3333333333333333,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,81,0.81,0.33149677206589795,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,82,0.82,0.32969023669789355,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,83,0.83,0.32791291789197646,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,84,0.84,0.3261640365267211,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,85,0.85,0.3244428422615251,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,86,0.86,0.3227486121839514,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,87,0.87,0.3210806495339678,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,88,0.88,0.31943828249996997,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,89,0.89,0.3178208630818641,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,90,0.9,0.31622776601683794,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,91,0.91,0.3146583877637763,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,92,0.92,0.31311214554257477,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,93,0.93,0.3115884764248779,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,94,0.94,0.3100868364730211,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,95,0.95,0.3086066999241838,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,96,0.96,0.3071475584169756,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,97,0.97,0.30570892025787155,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,98,0.98,0.30429030972509225,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,99,0.99,0.3028912664076913,46.987301343323836,24.532663442757244,0.6243123326455005
inverse_sqrt,100,1.0,0.30151134457776363,46.987301343323836,24.532663442757244,0.6243123326455005
wsd,0,0.0,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,1,0.01,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,2,0.02,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,3,0.03,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,4,0.04,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,5,0.05,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,6,0.06,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,7,0.07,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,8,0.08,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,9,0.09,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,10,0.1,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,11,0.11,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,12,0.12,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,13,0.13,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,14,0.14,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,15,0.15,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,16,0.16,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,17,0.17,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,18,0.18,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,19,0.19,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,20,0.2,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,21,0.21,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,22,0.22,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,23,0.23,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,24,0.24,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,25,0.25,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,26,0.26,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,27,0.27,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,28,0.28,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,29,0.29,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,30,0.3,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,31,0.31,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,32,0.32,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,33,0.33,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,34,0.34,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,35,0.35,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,36,0.36,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,37,0.37,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,38,0.38,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,39,0.39,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,40,0.4,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,41,0.41,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,42,0.42,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,43,0.43,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,44,0.44,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,45,0.45,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,46,0.46,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,47,0.47,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,48,0.48,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,49,0.49,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,50,0.5,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,51,0.51,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,52,0.52,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,53,0.53,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,54,0.54,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,55,0.55,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,56,0.56,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,57,0.57,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,58,0.58,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,59,0.59,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,60,0.6,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,61,0.61,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,62,0.62,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,63,0.63,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,64,0.64,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,65,0.65,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,66,0.66,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,67,0.67,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,68,0.68,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,69,0.69,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,70,0.7,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,71,0.71,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,72,0.72,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,73,0.73,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,74,0.74,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,75,0.75,1.0,88.0,83.83999999999999,0.41303644051390537
wsd,76,0.76,0.96,88.0,83.83999999999999,0.41303644051390537
wsd,77,0.77,0.92,88.0,83.83999999999999,0.41303644051390537
wsd,78,0.78,0.88,88.0,83.83999999999999,0.41303644051390537
wsd,79,0.79,0.84,88.0,83.83999999999999,0.41303644051390537
wsd,80,0.8,0.8,88.0,83.83999999999999,0.41303644051390537
wsd,81,0.81,0.76,88.0,83.83999999999999,0.41303644051390537
wsd,82,0.82,0.72,88.0,83.83999999999999,0.41303644051390537
wsd,83,0.83,0.68,88.0,83.83999999999999,0.41303644051390537
wsd,84,0.84,0.64,88.0,83.83999999999999,0.41303644051390537
wsd,85,0.85,0.6,88.0,83.83999999999999,0.41303644051390537
wsd,86,0.86,0.56,88.0,83.83999999999999,0.41303644051390537
wsd,87,0.87,0.52,88.0,83.83999999999999,0.41303644051390537
wsd,88,0.88,0.48,88.0,83.83999999999999,0.41303644051390537
wsd,89,0.89,0.44,88.0,83.83999999999999,0.41303644051390537
wsd,90,0.9,0.4,88.0,83.83999999999999,0.41303644051390537
wsd,91,0.91,0.36,88.0,83.83999999999999,0.41303644051390537
wsd,92,0.92,0.32,88.0,83.83999999999999,0.41303644051390537
wsd,93,0.93,0.28,88.0,83.83999999999999,0.41303644051390537
wsd,94,0.94,0.24,88.0,83.83999999999999,0.41303644051390537
wsd,95,0.95,0.2,88.0,83.83999999999999,0.41303644051390537
wsd,96,0.96,0.16,88.0,83.83999999999999,0.41303644051390537
wsd,97,0.97,0.12,88.0,83.83999999999999,0.41303644051390537
wsd,98,0.98,0.08,88.0,83.83999999999999,0.41303644051390537
wsd,99,0.99,0.04,88.0,83.83999999999999,0.41303644051390537
wsd,100,1.0,0.0,88.0,83.83999999999999,0.41303644051390537
